ens_gene	Symbol	Uniq_syms	entrez	Gene_name	baseMean	log2FoldChange	lfcSE	pvalue	padj
ENSG00000214562.14	NUTM2D	NUTM2D	728130	NUT family member 2D	33.517095934958625	0.08578447375018118	0.1884042523220516	0.38229483036248324	0.6758440440144126
ENSG00000254612.2	DNAJB6P1	DNAJB6P1	387820	DNAJB6 pseudogene 1	48.83405367991503	0.08519604929782355	0.18421059310040125	0.3824326191591025	0.6759230164406158
ENSG00000105063.19	PPP6R1	PPP6R1	22870	protein phosphatase 6 regulatory subunit 1	1423.7249411276937	0.06062468855462343	0.09210940900232446	0.3824439617858868	0.6759230164406158
ENSG00000115350.12	POLE4	POLE4	56655	DNA polymerase epsilon 4, accessory subunit	249.3336745369803	0.06665009929308226	0.10575771480330712	0.382456903640235	0.6759230164406158
ENSG00000177483.11	RBM44	RBM44	375316	RNA binding motif protein 44	12.536928088275817	0.08990921708339883	0.23451170438842142	0.3825410618948164	0.6760025804222702
ENSG00000265533.1	DSEL-AS1	DSEL-AS1	643542	DSEL antisense RNA 1	2.896610377814805	-0.08397607109427262	0.33175684319388066	0.38257231961695404	NA
ENSG00000235683.1	NA	ENSG00000235683.1	NA	NA	17.232227811940596	0.09041313901490503	0.26086992851227947	0.3825852279634521	0.6760114636710737
ENSG00000272159.1	NA	ENSG00000272159.1	NA	NA	2.100169031536156	0.0792572266774664	0.3553485727015439	0.3825901465042641	NA
ENSG00000254997.3	KRTAP5-9	KRTAP5-9	3846	keratin associated protein 5-9	1.784947379892389	-0.07536560790547638	0.37054276213522125	0.38260285637698754	NA
ENSG00000255165.1	NA	ENSG00000255165.1	NA	NA	1.4300727321608386	-0.07642643363014515	0.36660659923301925	0.38270604442822365	NA
ENSG00000196505.11	GDAP2	GDAP2	54834	ganglioside induced differentiation associated protein 2	223.42204931214008	-0.06460670626054824	0.10089594844971918	0.3827085447832301	0.6761508001938057
ENSG00000104517.13	UBR5	UBR5	51366	ubiquitin protein ligase E3 component n-recognin 5	3726.199088967443	0.05648053615252051	0.08411123403232038	0.382785714503835	0.6761508001938057
ENSG00000130304.17	SLC27A1	SLC27A1	376497	solute carrier family 27 member 1	496.0235080615079	-0.06325880468918571	0.09785296417888405	0.3828163162055737	0.6761508001938057
ENSG00000244198.7	NA	ENSG00000244198.7	NA	NA	19.0239771926457	0.09025903466882777	0.2669418266211247	0.38282067363914	0.6761508001938057
ENSG00000105298.14	CACTIN	CACTIN	58509	cactin, spliceosome C complex subunit	316.44294277707957	0.06133309527967823	0.09370302385894007	0.3828924806420986	0.6762084791053503
ENSG00000265399.1	NA	ENSG00000265399.1	NA	NA	7.806841099746017	0.08771996767952021	0.30438026339237273	0.3829669794835693	0.6762708996667222
ENSG00000156958.15	GALK2	GALK2	2585	galactokinase 2	214.1297510200867	0.072431441610845	0.12254536159573594	0.38303525531699395	0.6762829569339733
ENSG00000198556.14	ZNF789	ZNF789	285989	zinc finger protein 789	73.64847001418858	0.08147908784390667	0.16133874087469602	0.38305211716564735	0.6762829569339733
ENSG00000258734.2	NA	ENSG00000258734.2	NA	NA	2.2508817315506877	0.08292587266576555	0.3370490898406656	0.38306279784378394	NA
ENSG00000272428.1	NA	ENSG00000272428.1	NA	NA	1.6386758523604659	-0.07980926541548822	0.3523576742958652	0.3831434844859472	NA
ENSG00000229321.2	NA	ENSG00000229321.2	NA	NA	10.68864290300424	0.09014771217125758	0.24453777274897914	0.38315516117351717	0.6763957424150643
ENSG00000234618.1	NA	ENSG00000234618.1	NA	NA	4.450370135823796	0.08775304988825057	0.30355754840381083	0.3832107766292632	0.6764247862995026
ENSG00000270761.1	NA	ENSG00000270761.1	NA	NA	1.7115062469140563	0.0747976126369928	0.37197294077294574	0.38330821410008115	NA
ENSG00000260923.7	NA	ENSG00000260923.7	NA	NA	2.148545986567088	0.08183828117821271	0.342472172449595	0.38331621477927375	NA
ENSG00000122696.14	SLC25A51	SLC25A51	92014	solute carrier family 25 member 51	190.13665726985576	0.07037084902202374	0.11627894136835272	0.38337699614990806	0.6766490371450248
ENSG00000117036.12	ETV3	ETV3	2117	ETS variant transcription factor 3	518.2506852764044	0.05570639389328528	0.08282468722836991	0.38342558202391935	0.6766656434777905
ENSG00000269680.1	NA	ENSG00000269680.1	NA	NA	2.328127857383454	0.07886349333797166	0.3559192578482931	0.3837329750742419	NA
ENSG00000206562.11	METTL6	METTL6	131965	methyltransferase 6, tRNA N3-cytidine	247.40115279091424	-0.06038562606557337	0.09196220122011187	0.38375264905699175	0.6771150672740951
ENSG00000136160.17	EDNRB	EDNRB	1910	endothelin receptor type B	617.4186425986215	0.08940997933130382	0.2822649857476973	0.3837586494642263	0.6771150672740951
ENSG00000259732.1	NA	ENSG00000259732.1	NA	NA	4.5317907964749224	0.08598276045422892	0.3166501142734036	0.38393686342754757	0.6773603171726865
ENSG00000258655.2	NA	ENSG00000258655.2	NA	NA	15.030372171534935	-0.09009920517029349	0.2529068149767392	0.38403015696293763	0.6774557114762393
ENSG00000184500.16	PROS1	PROS1	5627	protein S	1174.4675650215313	0.08205145855498064	0.16569357213791366	0.38407276923383776	0.6774616901763527
ENSG00000254951.7	LOC283299	LOC283299	283299	uncharacterized LOC283299	1.3635239166438406	0.06472323972853798	0.39942373138821	0.3841561994309482	NA
ENSG00000106245.11	BUD31	BUD31	8896	BUD31 homolog	390.4514489485313	0.0603459595322623	0.09200324063531486	0.3842191740507482	0.6776507274792732
ENSG00000287763.1	NA	ENSG00000287763.1	NA	NA	4.023353445148593	-0.08564238521811	0.318377423093734	0.38437236537740516	0.677851694384168
ENSG00000285637.2	NA	ENSG00000285637.2	NA	NA	2.171512009114762	-0.07938989276157135	0.3528398018729593	0.38450734401086833	NA
ENSG00000188807.13	TMEM201	TMEM201	199953	transmembrane protein 201	122.05211983108731	-0.07205306059881432	0.12206136791359608	0.38451205427095364	0.6780288107573161
ENSG00000109062.12	NHERF1	NHERF1	9368	NHERF family PDZ scaffold protein 1	195.27230658451515	0.0749078503732978	0.13218794727481548	0.3846027167372707	0.6781194491104675
ENSG00000154153.13	RETREG1	RETREG1	54463	reticulophagy regulator 1	19.70815591703779	0.08981586170312403	0.24469126859943938	0.38469542009774477	0.6781481801750395
ENSG00000153914.16	SREK1	SREK1	140890	splicing regulatory glutamic acid and lysine rich protein 1	1579.1209122956	-0.060651605632890127	0.09278492070838755	0.38477593576341895	0.6781481801750395
ENSG00000136824.19	SMC2	SMC2	10592	structural maintenance of chromosomes 2	536.0719383652167	-0.06307337749270457	0.09802864824107677	0.38478314935002583	0.6781481801750395
ENSG00000197329.12	PELI1	PELI1	57162	pellino E3 ubiquitin protein ligase 1	90.26962795021652	-0.07903078812659586	0.15023196178896647	0.38487780990110193	0.6781481801750395
ENSG00000078043.16	PIAS2	PIAS2	9063	protein inhibitor of activated STAT 2	613.00754585487	-0.0632754863649842	0.09851814765874331	0.3848935161894829	0.6781481801750395
ENSG00000169371.14	SNUPN	SNUPN	10073	snurportin 1	250.60597956084976	-0.06758344308059416	0.10907630154550324	0.3848980617118306	0.6781481801750395
ENSG00000266256.3	LINC00908	LINC00908	284276	long intergenic non-protein coding RNA 908	35.595578212060516	-0.08447384648472168	0.18245909143188968	0.38491826200832924	0.6781481801750395
ENSG00000144535.19	DIS3L2	DIS3L2	129563	DIS3 like 3'-5' exoribonuclease 2	227.11815524924808	0.06704895443762034	0.10768236708438841	0.38493311477744835	0.6781481801750395
ENSG00000240038.6	AMY2B	AMY2B	280	amylase alpha 2B	67.7835796679201	0.08881456763091354	0.2246595307520726	0.3850493075755518	0.6781575153126661
ENSG00000197024.9	ZNF398	ZNF398	57541	zinc finger protein 398	285.1706517163403	0.058596242829002	0.08870209757377168	0.38512277552717805	0.6781575153126661
ENSG00000248429.5	GASK1B-AS1	GASK1B-AS1	285505	GASK1B antisense RNA 1	158.51630492778511	0.08653873468001977	0.1993105982840165	0.3851360232635724	0.6781575153126661
ENSG00000021300.14	PLEKHB1	PLEKHB1	58473	pleckstrin homology domain containing B1	14.642671043816007	-0.08855384135411992	0.22119229123609935	0.3851461633632912	0.6781575153126661
ENSG00000223519.8	NA	ENSG00000223519.8	NA	NA	14.362629245932702	-0.08923914731321167	0.23228413773181647	0.38515614420444905	0.6781575153126661
ENSG00000164941.14	INTS8	INTS8	55656	integrator complex subunit 8	555.4954927215309	-0.06002888832026413	0.0916010572855083	0.38517399404916947	0.6781575153126661
ENSG00000141524.15	TMC6	TMC6	11322	transmembrane channel like 6	1.4664155585279357	-0.07518899906864478	0.3691011860511281	0.3851768874190229	NA
ENSG00000186625.14	KATNA1	KATNA1	11104	katanin catalytic subunit A1	322.0723099616001	0.06529001677597135	0.10335533266457918	0.3852232741253569	0.6781751493928411
ENSG00000121578.13	B4GALT4	B4GALT4	8702	beta-1,4-galactosyltransferase 4	442.30338029466884	0.06949507240677294	0.11456289117718416	0.38531864783019965	0.6782739181943751
ENSG00000284648.1	NA	ENSG00000284648.1	NA	NA	1.9237996143087204	-0.08153771746473099	0.34163996077203085	0.38533337415848323	NA
ENSG00000280213.1	UCKL1-AS1	UCKL1-AS1	100113386	UCKL1 antisense RNA 1	17.23278578485891	0.08900529096945574	0.2289952900133965	0.3854156110943464	0.6783754646715123
ENSG00000179841.8	AKAP5	AKAP5	9495	A-kinase anchoring protein 5	9.119707984939572	0.08905753074836631	0.2814694445662085	0.38551364909210456	0.678415713511193
ENSG00000154723.12	ATP5PF	ATP5PF	522	ATP synthase peripheral stalk subunit F6	631.5336774756908	0.056238696790545724	0.08426455808823077	0.3855170349763987	0.678415713511193
ENSG00000120457.12	KCNJ5	KCNJ5	3762	potassium inwardly rectifying channel subfamily J member 5	2.917695586595733	-0.0824977646851897	0.33626536448181954	0.38554375071563124	NA
ENSG00000155903.13	RASA2	RASA2	5922	RAS p21 protein activator 2	811.5225696628901	0.07729105935478285	0.14271650958129203	0.38563470414701595	0.678453281661947
ENSG00000204052.4	LRRC73	LRRC73	221424	leucine rich repeat containing 73	6.695726869111314	0.08967590128475285	0.2645344154536268	0.3856515094687647	0.678453281661947
ENSG00000283491.1	NA	ENSG00000283491.1	NA	NA	1.3261493639441007	-0.0709842927606181	0.3824876148223502	0.3857160766311065	NA
ENSG00000077463.15	SIRT6	SIRT6	51548	sirtuin 6	198.01213448539175	0.07796597549177234	0.14588262810837083	0.3857615633646367	0.678453281661947
ENSG00000248213.3	NA	ENSG00000248213.3	NA	NA	5.8351665616011745	0.08871412426574952	0.2858189870048975	0.3858211832341346	0.678453281661947
ENSG00000112902.12	SEMA5A	SEMA5A	9037	semaphorin 5A	4134.59620291052	-0.08698595016076313	0.20486621587238482	0.3858472937604532	0.678453281661947
ENSG00000157240.4	FZD1	FZD1	8321	frizzled class receptor 1	1948.347474232617	0.07462361699322699	0.13189443325703606	0.3858752419714122	0.678453281661947
ENSG00000276728.1	NA	ENSG00000276728.1	NA	NA	13.203168031095238	-0.08863040470341024	0.2245441074634401	0.38588934548050563	0.678453281661947
ENSG00000116729.14	WLS	WLS	79971	Wnt ligand secretion mediator	3639.805646041766	-0.0780255645662057	0.14627534214117835	0.3859053926404436	0.678453281661947
ENSG00000118298.12	CA14	CA14	23632	carbonic anhydrase 14	7.870164957238043	0.08951823282063158	0.26822996498988566	0.38597431702839885	0.678453281661947
ENSG00000187736.12	NHEJ1	NHEJ1	79840	non-homologous end joining factor 1	4.281533483874992	0.08764092847954329	0.29842803622200953	0.3859771937760682	0.678453281661947
ENSG00000197180.2	ATP6AP1-DT	ATP6AP1-DT	158960	ATP6AP1 divergent transcript	35.748341375789046	-0.08220970887076913	0.16876369597004204	0.3859804884769609	0.678453281661947
ENSG00000137038.8	DMAC1	DMAC1	90871	distal membrane arm assembly component 1	336.6056985682687	0.07042841080352849	0.11765509856564557	0.38600974982005287	0.678453281661947
ENSG00000245614.4	DDX11-AS1	DDX11-AS1	100506660	DDX11 antisense RNA 1	4.004810643357066	-0.0879239568207579	0.294912628175355	0.3861632682152536	0.6786540464605068
ENSG00000041988.15	THAP3	THAP3	90326	THAP domain containing 3	192.7255307723871	-0.0647276050507572	0.10233353858323972	0.38623627721081083	0.6787132953489801
ENSG00000256612.7	NA	ENSG00000256612.7	NA	NA	11.868945069796233	-0.0893868329348542	0.24187728814090814	0.3863072159283154	0.6787688945588874
ENSG00000118482.11	PHF3	PHF3	23469	PHD finger protein 3	1815.9315986682748	-0.06122595289795808	0.09447393813664584	0.38651172474205514	0.6790591506199549
ENSG00000197355.11	UAP1L1	UAP1L1	91373	UDP-N-acetylglucosamine pyrophosphorylase 1 like 1	666.4062310482798	-0.08309928253312943	0.17520175806795724	0.3866182690646848	0.6791772521648939
ENSG00000111981.5	ULBP1	ULBP1	80329	UL16 binding protein 1	37.207398348274594	-0.08776105224325775	0.21509197397222457	0.3866767236881366	0.6792108584909484
ENSG00000277383.1	BICRA-AS2	BICRA-AS2	128667229	BICRA antisense RNA 2	4.899609319281284	0.08762217697490964	0.2967795143298676	0.38674254023068144	0.6792573881293807
ENSG00000184068.2	NA	ENSG00000184068.2	NA	NA	20.64772877887793	-0.08641954917618448	0.20126125040938223	0.3867955597260903	0.6792814344269479
ENSG00000239149.1	SNORA59B	SNORA59B	677882	small nucleolar RNA, H/ACA box 59B	1.7726217769958565	0.07940814203535992	0.35029726854964977	0.38688819585622464	NA
ENSG00000186628.12	FSD2	FSD2	123722	fibronectin type III and SPRY domain containing 2	2.0127391320178085	0.08134573789261694	0.3407911207002076	0.3868914430467279	NA
ENSG00000137413.16	TAF8	TAF8	129685	TATA-box binding protein associated factor 8	385.2012417289658	0.06563197876403727	0.10478299550608064	0.3869142139183853	0.6793617059320087
ENSG00000261188.1	TFIP11-DT	TFIP11-DT	100507599	TFIP11 divergent transcript	25.78191257731284	-0.08473916338366866	0.18732678395193367	0.3869373031495108	0.6793617059320087
ENSG00000163875.15	MEAF6	MEAF6	64769	MYST/Esa1 associated factor 6	1176.2207299203562	0.0704852318169684	0.11830457018323101	0.3870251036924315	0.6793617059320087
ENSG00000235358.2	SCMH1-DT	SCMH1-DT	102723924	SCMH1 divergent transcript	1.5441186875846913	0.0727116022535226	0.37618201362934484	0.3870510584141219	NA
ENSG00000115392.11	FANCL	FANCL	55120	FA complementation group L	116.1190396230746	-0.07804279918025189	0.14735985564964676	0.3871414958082216	0.6793617059320087
ENSG00000171119.2	NRTN	NRTN	4902	neurturin	8.012892186565074	0.08792112331738668	0.2920992833567656	0.3872316719906976	0.6793617059320087
ENSG00000166073.11	GPR176	GPR176	11245	G protein-coupled receptor 176	4030.261331128587	-0.07790121118081003	0.14677730533907715	0.3872495346922628	0.6793617059320087
ENSG00000229539.1	NA	ENSG00000229539.1	NA	NA	4.506711833609597	0.08476296751961364	0.3198927057496135	0.38725919538422043	0.6793617059320087
ENSG00000172572.6	PDE3A	PDE3A	5139	phosphodiesterase 3A	147.28245224414712	-0.08938871789073034	0.2541756084784201	0.38729464171370465	0.6793617059320087
ENSG00000107816.17	LZTS2	LZTS2	84445	leucine zipper tumor suppressor 2	2781.139802789218	0.07268346701356462	0.12568295594651024	0.3873438574651862	0.6793617059320087
ENSG00000151304.6	SRFBP1	SRFBP1	153443	serum response factor binding protein 1	136.80831473931863	0.06975733608885631	0.11623451998765283	0.38734765428490003	0.6793617059320087
ENSG00000074657.13	ZNF532	ZNF532	55205	zinc finger protein 532	2777.208977527649	-0.06173613671783452	0.09582097986770959	0.38736486481122906	0.6793617059320087
ENSG00000172020.12	GAP43	GAP43	2596	growth associated protein 43	6.981503155283187	-0.08823394357766669	0.2874979920295575	0.38741885162386397	0.6793617059320087
ENSG00000214485.6	RPL7P1	RPL7P1	6174	ribosomal protein L7 pseudogene 1	18.73740286239977	0.08921908773311384	0.24449176919594556	0.38742284468403054	0.6793617059320087
ENSG00000018408.14	WWTR1	WWTR1	25937	WW domain containing transcription regulator 1	2578.5266688790316	0.0641027014688139	0.10123009339306147	0.3874230415146495	0.6793617059320087
ENSG00000204620.3	NA	ENSG00000204620.3	NA	NA	4.533069556525254	0.08705467357262124	0.30090519199014776	0.38746504153731703	0.6793617059320087
ENSG00000250483.1	PPM1AP1	PPM1AP1	137012	protein phosphatase, Mg2+/Mn2+ dependent 1A pseudogene 1	7.3956955545217085	-0.08916267149341305	0.26893846703034796	0.3874757035931345	0.6793617059320087
ENSG00000204136.10	GGTA1	GGTA1	2681	glycoprotein alpha-galactosyltransferase 1 (inactive)	4.4287943229599005	0.08706225964669231	0.30073046119283775	0.3875099309195316	0.6793617059320087
ENSG00000123243.15	ITIH5	ITIH5	80760	inter-alpha-trypsin inhibitor heavy chain 5	13610.796765954194	-0.08096830949803636	0.3418761323494828	0.38762905729560876	0.6794537532655341
ENSG00000254614.2	CAPN1-AS1	CAPN1-AS1	728975	CAPN1 antisense RNA 1	27.2405064985524	0.08831050083388359	0.22527400642622206	0.38764111189662886	0.6794537532655341
ENSG00000135248.15	GARIN1B	GARIN1B	84691	golgi associated RAB2 interactor 1B	2.5046337186918106	0.08242287629205974	0.33392485980288394	0.3876970103788238	NA
ENSG00000262678.1	NA	ENSG00000262678.1	NA	NA	3.4934940469058042	0.08606532556979879	0.30929804671563654	0.38769842952244393	NA
ENSG00000168952.15	STXBP6	STXBP6	29091	syntaxin binding protein 6	107.27679450676614	0.08660307292318963	0.3044682508669245	0.3877859220400249	0.6796243899959578
ENSG00000197226.12	TBC1D9B	TBC1D9B	23061	TBC1 domain family member 9B	4768.03344418289	0.06742179565633707	0.10977592201906174	0.38781716001622046	0.6796243899959578
ENSG00000070785.17	EIF2B3	EIF2B3	8891	eukaryotic translation initiation factor 2B subunit gamma	280.6868354697157	-0.06263471125248557	0.0979930954593838	0.3879475303333847	0.6796835589304251
ENSG00000286555.1	NA	ENSG00000286555.1	NA	NA	12.605966104087827	-0.08862869242069253	0.23194629180087073	0.3879487407496502	0.6796835589304251
ENSG00000169223.15	LMAN2	LMAN2	10960	lectin, mannose binding 2	2120.777496326715	0.06606951478677205	0.10627370660920028	0.38798575242126515	0.6796835589304251
ENSG00000140612.14	SEC11A	SEC11A	23478	SEC11 homolog A, signal peptidase complex subunit	2233.497159844117	0.05191282410644947	0.07700429802390106	0.3880083308854789	0.6796835589304251
ENSG00000224048.6	LINC02612	LINC02612	101929282	long intergenic non-protein coding RNA 2612	2.5372495434731794	-0.07762353914929009	0.3569381251249355	0.3881570390687768	NA
ENSG00000130528.12	HRC	HRC	3270	histidine rich calcium binding protein	1.181650411105665	0.06888585036672688	0.38689238357746214	0.38829275916319766	NA
ENSG00000154144.13	TBRG1	TBRG1	84897	transforming growth factor beta regulator 1	840.6231453602946	0.061542706535948545	0.09566602482257575	0.38830163478758256	0.6801283679191893
ENSG00000153165.18	RGPD3	RGPD3	653489	RANBP2 like and GRIP domain containing 3	1.8786893448326385	-0.07171197489343359	0.3784962567628085	0.38832293649955474	NA
